ลำดับที่,เลขที่ใบอนุญาต,ชื่อสถานพยาบาล,ผู้ประกอบกิจการ,ผู้ดำเนินการสถานพยาบาล,ที่อยู่,โทรศัพท์,หมายเหตุ,ประเภท,Facebookpage,Aboutfrompage,เบอร์โทรศัพท์,Urlfacebookpage,UrlProfile,เวลาเช็คอินล่าสุด,สถานะ,,,,,,
5,พล. ซ 3/2544,คลินิกสาลีการผดุงครรภ์,นางสาลี         เกษน้อย,นางสาลี         เกษน้อย,102 หมู่ 2 ต. วังน้ำคู้ อ. เมือง จ. พิษณุโลก,,,ผดุงครรภ์,,,,,,,,,381,,,143,
6,พล. ซ 4/2544,คลินิกธนูการผดุงครรภ์,นางธนัญญา    พ่วงศร,นางธนัญญา    พ่วงศร,41/2 หมู่ 4 ต. หัวรอ อ. เมือง จ. พิษณุโลก,,,ผดุงครรภ์,,,,,,,,,382,,,144,
7,พล. ซ 10/2545,คลินิกวรลักษณ์การผดุงครรภ์,น.ส.วรลักษณ์      เหล็กฉิมมา,น.ส.วรลักษณ์      เหล็กฉิมมา,36 หมู่ 6 ต. วังยาง อ. เนินมะปราง จ. พิษณุโลก ,,,ผดุงครรภ์,,,,,,,,,383,,,145,
8,พล. ซ 14/2545,สมพรคลินิกการผดุงครรภ์,นางสมพร     วงษ์โสภา,นางสมพร     วงษ์โสภา,162 หมู่ 1  ต. บ้านกลาง อ. วังทอง จ. พิษณุโลก ,,,ผดุงครรภ์,,,,,,,,,384,,,146,
1,65106000143,คลินิกอรทัยกายภาพบำบัด,นางอรทัย      สิริเสรีภาพ,นางอรทัย      สิริเสรีภาพ,97 ถ. พญาลิไท ต.ในเมือง อ. เมือง จ. พิษณุโลก ,055-259337,,กายภาพ,,,,,,,,,385,,,,1
2,65106000253,คลินิกกายภาพบำบัดวรางคี,นางวรางคี  อินทรไพบูลย์,นางวรางคี  อินทรไพบูลย์,145/17 ถ.ไชยานุภาพ ต.ในเมือง อ.เมือง จ.พิษณุโลก,,,กายภาพ,กายภาพบำบัดวรางคี อ.เมือง จ.พิษณุโลก,"เปิด จันทร์ - ศุกร์ เวลา 9:00 - 17:00 น.
เสาร์ เวลา 9:00 - 14:00 น.
วันอาทิตย์หยุด
โทร: 083-6316752",083-6316752,https://www.facebook.com/warangkeephysicaltherapyclinic/,https://scontent.fphs2-1.fna.fbcdn.net/v/t1.0-9/14199359_1781354008821040_3915017847837290921_n.jpg?_nc_cat=111&_nc_eui2=AeGr7a9eTFLp3FbJZifri9NFdcRy6XUgqTD5PWTbHHo6whR00Gfek1j6Ha41jNuqw9I-ngQ98umNIh_82PTwUIqE4fxt_fzSjTQcbxwL4ahSrQ&_nc_oc=AQmkpCsy-OEKx9_-8fs4vz5RjwXJpkodk78epn6FeQ7J0rQLJYDgftFHsmMreGHLUfhLceStWWfxSU6S5iVLjNl1&_nc_ht=scontent.fphs2-1.fna&oh=1052790cfb2440fef2c7811817a7debb&oe=5E23F5DA,1/10/2019,เพจทางการ,,386,,,,2
3,65106000158,คลินิกกายภาพบำบัดธัญดา,น.ส.ธัญดา  จันทร์โต,น.ส.ธัญดา  จันทร์โต,195/1 ม.2 ต.ดอนทอง อ.เมือง จ.พิษณุโลก,,,กายภาพ,,,,,,,,,387,,,,3
4,65106000259,คลินิกกายภาพบำบัดเป็นสุข,นายภูมิศิริ  มณีโชติ,นายภูมิศิริ  มณีโชติ,49/36-37 ถ.ชาญเวชกิจ ต.ในเมือง อ.เมือง จ.พิษณุโลก,,  เลิก 25 พ.ค.61,กายภาพ,,,,,,,,,388,,,,4
5,65106000359,ศุลีพรคลินิกกายภาพบำบัด,น.ส.ศุลีพร  วงษ์เจริญ,น.ส.ศุลีพร  วงษ์เจริญ,11/1 ม.4 ต.วัดจันทร์ อ.เมือง จ.พิษณุโลก,,,กายภาพ,ศุลีพรคลินิกกายภาพบำบัด,"ตรวจคัดกรองพัฒนาการเด็ก
ปัญหาการเคลื่อนไหวจากอัมพฤกษ์ อัมพาต
ปวดหลัง ปวดคอ ปวดบ่า ปวดข้อเข่าข้อสะโพก ข้อติด ชามือ ปวดหลังร้าวลงขา",081 972 0514,https://www.facebook.com/suleepornphysicaltherapyclinic/,https://scontent.fphs2-1.fna.fbcdn.net/v/t1.0-9/19510377_422659401449175_8403657328314277083_n.jpg?_nc_cat=100&_nc_eui2=AeFZPqDQq6u7PSA6d7LZ6JsbFj3bSaXpaJQuSvVOYcrRqzNeYDP0ZdnKsy63J5UCv5DJoGxkvs39diQ-0eRlcopk7J3rj72L1WuOQEZscDOORQ&_nc_oc=AQmNGA7SP8AL2aH541y1z81yBEGSA-SbdEq6kGyFMZtkZYGEwLTCp_hN8aCtEaZrOE43xfnbDLREFp04d8ApGUrr&_nc_ht=scontent.fphs2-1.fna&oh=76259051cfe15798442755c41e787cc0&oe=5E18746A,31/7/2019,เพจทางการ,,389,,,,5
6,65106000160,คลินิกกายภาพบำบัดเสริมสุข,นายณัฐพร  เสริมสุข,น.ส.ณัฏฐ์ชุดา  เขตตสม,84/19 ถ.พญาเสือ ต.ในเมือง อ.เมือง จ.พิษณุโลก,,,กายภาพ,เสริมสุข คลินิกกายภาพบำบัด,"คลินิกกายภาพบำบัดเสริมสุข พิษณุโลก
รักษาโดยวิธีมางกายภาพบำบัด กระดูกและกล้ามเนื้อ ปวดคอ ปวดหลัง กระดูกทับเส้น หมอนรองกระดูกทับเส้นประสาท หลังคด กระดูกคอ-หลังเสื่อม ปวดไหล่ ไหล่ติด ออฟฟิศซินโดรม ปวดเข่า เข่าเสื่อม มือชา เท้าชา รองช้ำ ปวดแขน ปวดขา ปวดศอก ปวดเท้า การบาดเจ็บจากการเล่นกีฬา อัมพฤกษ์ อัมพาต

โดยการบำบัด รักษา ออกกำลังกาย ปรับโครงสร้างร่างกาย และใช้เครื่องมือกายภาพบำบัด (เครื่องดึงหลัง, ultrasound, เครื่องกระตุ้นไฟฟ้า)
#ไม่ต้องฉีดยาหรือผ่าตัด
สอบถามโทร 086-4407190, 084-2332178, 085-7069776",086 440 7190,https://www.facebook.com/sermsukPT1/,https://scontent.fphs2-1.fna.fbcdn.net/v/t1.0-9/15781714_569258689915977_936798539284211551_n.jpg?_nc_cat=111&_nc_eui2=AeFKBPKXsGU1xN-kKkjVoMiWxH25kmPlKb-izv2y2HxF0NreYAU-Wq-GPzc7j_aAU0MO4If-fdJsKTua2zvotOiuOXj3T_fdt4RNl0AtQmw2Rg&_nc_oc=AQmFJ1BShiFkLEAn1lZk4J7c65txm2mWbmIxmoW-LbZbDAVKWvkEs75LKE0__5I-UnyoQ73zbMHmzSBLELR29hOX&_nc_ht=scontent.fphs2-1.fna&oh=3ca01294689d7bbb7fc8603712663e5b&oe=5E257028,25/5/2019,เพจทางการ,,390,,,,6
7,65106000260,คลินิกกายภาพบำบัดราษฎร์พิษณุ,หจก.ราษฎร์พิษณุ(น.ส.อนัญญา แย้มอุบลและนายอัครพงศ์  อิ้มทับ),นายธวัชชัย  แก้วรากมุข,316/9 ม.5 ถ.ราษฎร์ศรัทธาทำต.หัวรอ อ.เมือง จ.พิษณุโลก,,,กายภาพ,คลินิกกายภาพบำบัดราษฎร์พิษณุ & บ้านราษฎร์พิษณุรักษา ศูนย์ดูแลผู้สูงอายุ,ศูนย์ดูแลผู้สูงอายุ รับดูแลผู้สูงอายุหรือผู้ป่วยระยะพักฟื้นและคลินิกกายภาพบำบัด,095 357 2148,https://www.facebook.com/PT.AnanyaRPN/,https://scontent.fphs2-1.fna.fbcdn.net/v/t1.0-9/15976947_1359532957451336_8613672754842117448_n.jpg?_nc_cat=108&_nc_eui2=AeHgUfnbnu8e3ojfYvI0Jv93RM1rWd1kX5kDv6G9BIJOrgFqyEddCf4pgSQpk0MHqTcgQqFYrXSz6hM3pgvM0kWEaXgypYF2pJmi8Ml-kmmm4Q&_nc_oc=AQmPhV_3jrl_K16MyUXDd07_3FnnYpJFSRmEb4gbyaZ_GHA_7ULUryeBgeXAmwD7kEakCQ2Mmi412z5I0uvn3axc&_nc_ht=scontent.fphs2-1.fna&oh=43d7b29ee095d9e982d9f5b1d3fd81e3&oe=5E26E4AA,16/7/2019,เพจทางการ,,391,,,,7
8,65106000360,อิศเรศคลินิกกายภาพบำบัด,นายอิศเรศ  เนาวรัตน์,นายอิศเรศ  เนาวรัตน์,1319/17 ถ.บรมไตรโลกนารถ2 ต.ในเมือง อ.เมือง จ.พิษณุโลก,, เลิก 22 มิ.ย.61,กายภาพ,,,,,,,,,392,,,,8
9,65106000161,ปนดาคลินิกกายภาพบำบัด,นางปนดา  เตชทรัพย์อมร,นางปนดา  เตชทรัพย์อมร,123/4-5 ม.8 ต.ท่าทอง อ.เมือง จ.พิษณุโลก,,,กายภาพ,ปนดาคลินิกกายภาพบำบัด,รักษาอย่างมืออาชีพ คือหน้าที่ของเรา,081 568 2261,https://www.facebook.com/panadaptclinic2018/,https://scontent.fphs2-1.fna.fbcdn.net/v/t1.0-9/27540483_536912683332073_9033766253432158552_n.jpg?_nc_cat=111&_nc_eui2=AeE8FNJqG9Pq95g0FsNMtL66eSoH9YZ3qlnaju3hwNchGEydeB1fl7G7oMuZyCG6WCF95tM7JNd8trmcgehzg3GEHLASHZXSc7EFUqvAQ2bH1Q&_nc_oc=AQn1uoZYA3MfgXzuckwBVOi5b6Zvmt2nx3XMlS2gOuPYwNHrprM6Fl59NXDkXo4Snf-wuOsBrhWSvZcByLXAukNB&_nc_ht=scontent.fphs2-1.fna&oh=05a055aa7667092be0b78e660c67f829&oe=5E30E009,4/7/2019,เพจทางการ,,393,,,,9
10,65106000261,คลินิกกายภาพบำบัดสุจิตราเป็นสุข1,น.ส.สุจิตรา  วาสนาเป็นสุข,น.ส.สุจิตรา  วาสนาเป็นสุข,"49/36,49/37 ถ.ชาญเวชกิจ ต.ในเมือง อ.เมือง จ.พิษณุโลก",,,กายภาพ,,,,,,,,,394,,,,10
1,65107000152,คลินิกเทคนิคการแพทย์ เอ็น แล็บ เซ็นเตอร์,นายธรรมรงศักดิ์ ธาราทรัพย์ศิริ,นางอารีลักษณ์  ธาราทรัพย์ศิริ,55/42 ถ.ศรีธรรมไตรฯ ต.ในเมือง อ.เมือง จ.พิษณุโลก,055-219778,,เทคนิคการแพทย์,คลินิกเทคนิคการแพทย์เอ็น แล็บเซ็นเตอร์,บริการ ตรวจเลือด ตรวจปัสสาวะ ตรวจสุขภาพประจำปี และให้คำปรึกษาสุขภาพ,055 219 778,https://www.facebook.com/Nlabcenter/,https://scontent.fphs2-1.fna.fbcdn.net/v/t31.0-8/13116357_221150988270322_4211839924874390161_o.jpg?_nc_cat=103&_nc_eui2=AeG8_JHQDbMdvjIUHubTHY7skzhu3e-bsqPXSeG2b2wqsLw9452F43jucMP7pAK-_VeYxIYfhnAaRaKmzUOpbtFH5yj5AkRVgtUW87FW-tZh3Q&_nc_oc=AQlfWXCRgWcCn2bOWSFoN52edddE9866cyRf9sdm2R3rPPciSBrfgoLG6EDL5cWDWP_r5vSWNo7ZAfIQlDJFiSTQ&_nc_ht=scontent.fphs2-1.fna&oh=8c38380e4cb1fa56f860cbf50ec73d12&oe=5E1CDBC0,6/8/2019,เพจทางการ,,395,,,,1
2,65107000155,คลินิกแล็บเทคนิคการแพทย์,นายธีระศักดิ์  เอื้ออริยกุล,นายธีระศักดิ์  เอื้ออริยกุล,4/5 ถ.เจ้าพระยาสุรสีห์ ต.ในเมือง อ.เมือง จ.พิษณุโลก,055-252986,,เทคนิคการแพทย์,,,,,,,,,396,,,,2
3,65107000157,คลินิกเทคนิคการแพทย์ไบโอแล็ป,น.ส.บุษกร วชิระศักดิ์มงคล,น.ส.บุษกร วชิระศักดิ์มงคล,"178,180 ถ.บรมไตรโลกนารถ ต.ในเมือง อ.เมือง จ.พิษณุโลก ",055-252186,,เทคนิคการแพทย์,คลินิกเทคนิคการแพทย์ ไบโอแลบ,,055 252 186,https://www.facebook.com/pages/%E0%B8%84%E0%B8%A5%E0%B8%B4%E0%B8%99%E0%B8%B4%E0%B8%81%E0%B9%80%E0%B8%97%E0%B8%84%E0%B8%99%E0%B8%B4%E0%B8%84%E0%B8%81%E0%B8%B2%E0%B8%A3%E0%B9%81%E0%B8%9E%E0%B8%97%E0%B8%A2%E0%B9%8C-%E0%B9%84%E0%B8%9A%E0%B9%82%E0%B8%AD%E0%B9%81%E0%B8%A5%E0%B8%9A/206750756010321,https://scontent.fphs2-1.fna.fbcdn.net/v/t1.0-1/p320x320/10500587_1033158786701720_100184792620827034_n.jpg?_nc_cat=110&_nc_eui2=AeEwZzNpwSPVpfBHb_tyWCNy5iFjGaFC2QNgxI1bFDeIaN45HldsDHyk6Jhv8gO8sC4Ei6UpW5UlNWd38ibR4m4oxkxJLGrDqOHiUShbMCAZLw&_nc_oc=AQkddyv0tHr-6ySSkjez6bulko47eAZGPKyLlUcvQkfhi9SYvUH5XP5Tbd5OD_709LrKRqajsM65fECeAE7LGtje&_nc_ht=scontent.fphs2-1.fna&oh=059d1abdab3bec9283411158913fa25c&oe=5E2C27ED,18/10/2019,เพจไม่เป็นทางการ,,397,,,,3
4,65107000158,คลินิกเทคนิคการแพทย์พิษณุโลกคลินิกแล็บ,นายนพดล  ช้างน้อย,นายนพดล  ช้างน้อย,55/28 ถ.ศรีธรรมไตรฯ ต.ในเมือง อ.เมือง จ.พิษณุโลก,,,เทคนิคการแพทย์,,,,,,,,,398,,,,4
5,65107000159,บุญรักษาคลินิกเทคนิคการแพทย์,น.ส.ชุติมา  หนูบ้านยาง,น.ส.ชุติมา  หนูบ้านยาง,519 ม.1 ต.พรหมพิราม อ.พรหมพิราม จ.พิษณุโลก,,,เทคนิคการแพทย์,,,,,,,,,399,,,,5
1,65108000141,สังข์ทองคลินิกการแพทย์แผนไทย,พ.ต.อ. เฉลิม     สังข์ทอง,พ.ต.อ. เฉลิม     สังข์ทอง,600  ถ. มิตรภาพ ต. ในเมือง อ. เมือง จ. พิษณุโลก ,,,แผนไทย,สังข์ทองคลีนิค แพทย์แผนไทย,,,https://www.facebook.com/pages/%E0%B8%AA%E0%B8%B1%E0%B8%87%E0%B8%82%E0%B9%8C%E0%B8%97%E0%B8%AD%E0%B8%87%E0%B8%84%E0%B8%A5%E0%B8%B5%E0%B8%99%E0%B8%B4%E0%B8%84-%E0%B9%81%E0%B8%9E%E0%B8%97%E0%B8%A2%E0%B9%8C%E0%B9%81%E0%B8%9C%E0%B8%99%E0%B9%84%E0%B8%97%E0%B8%A2/1439528336259593,https://scontent.fphs2-1.fna.fbcdn.net/v/t1.0-1/c0.80.320.320a/p320x320/1509202_267246016760156_2108205948_n.jpg?_nc_cat=103&_nc_eui2=AeG6-xPji0KuXDPDNQ_YQlSyDFSS3Xa6jQAyDjTWdqI_pQLz45dx3HGmNE5WqHETZGV12wskzxbLLzi9S1CDZ0O5uFs0zajXLTPs1lXXEAD7qg&_nc_oc=AQn2B4HiMd97r4RyqB_uFBl1uXEzqpuE05liVRUhdN5MxBNveXrMJkfOVAN0aVCXibsFfgPh_gEBA_eIpIILBGFx&_nc_ht=scontent.fphs2-1.fna&oh=ae6c2a222db74a7f2beb041d652fa0b1&oe=5E2CFD8D,9/10/2018,เพจไม่เป็นทางการ,,400,,,,1
