ลำดับที่,เลขที่ใบอนุญาต,ชื่อสถานพยาบาล,ผู้ประกอบกิจการ,ผู้ดำเนินการสถานพยาบาล,ที่อยู่,โทรศัพท์,หมายเหตุ,ประเภท,Facebookpage,Aboutfrompage,เบอร์โทรศัพท์,Urlfacebookpage,UrlProfile,เวลาเช็คอินล่าสุด,สถานะ
131,65105001960,เมืองใหม่คลินิกการพยาบาลฯ,นายพงศ์ปณต  ชาติรังสรรค์,นายเตชิต  คณสุวรรณ,82/27 ม.1 ต.พรหมพิราม อ.พรหมพิราม จ.พิษณุโลก,,,พยาบาล,คลินิกเมืองใหม่การพยาบาล,"เปิดบริการ ทุกวัน ไม่เว้นวันหยุดราชการ
055-055520 0988158443",098 815 8443,https://www.facebook.com/Wipanurse/,https://scontent.fphs2-1.fna.fbcdn.net/v/t1.0-9/49816889_577791129316736_813267966056464384_n.jpg?_nc_cat=107&_nc_oc=AQncJBn5YzYj-JT2hFNctHip5vE_Gjw45FvtU80MfOJzAKJOl1ZgIixjgMEWe2bnUp4GINUvEX82pQiPrgr44TRj&_nc_ht=scontent.fphs2-1.fna&oh=cb51c9a0c23a64a38ec9dd06460cc837&oe=5E3DAF6F,,เพจทางการ
132,65105000761,จาริณีคลินิกการพยาบาลฯ,นางจาริณี  กรุณามิตร,นางจาริณี  กรุณามิตร,68/4 ม.5 ต.ท่าทอง อ.เมือง จ.พิษณุโลก,,,พยาบาล,,,,,,,
133,65105000861,นเรศคลินิกการพยาบาลฯ,นายนเรศ  สายบัวต่อ,นางปวีณา  สายบัวต่อ,333 ม.3 ต.ไผ่ขอดอน อ.เมือง จ.พิษณุโลก,,,พยาบาล,,,,,,,
134,65105000961,จิระคลินิกการพยาบาลฯ,นายวิวัศฬ์  จิระวงศ์ขจร,นางมุกดา  จิรวงศ์ขจร,281/24 ม.5 ต.หัวรอ อ.เมือง จ.พิษณุโลก,,,พยาบาล,,,,,,,
135,65105001061,มนัตนันท์คลินิกการพยาบาลฯ,น.ส.มนัตนันท์  ทรัพย์ทองพูล,น.ส.มนัตนันท์  ทรัพย์ทองพูล,74/1 ม.9 ต.ท่าช้าง อ.พรหมพิราม จ.พิษณุโลก,,,พยาบาล,,,,,,,
136,65105001161,ศศิญาคลินิกการพยาบาลฯ,น.ส.ศศิญา  ช่างพินิจ,น.ส.ศศิญา  ช่างพินิจ,133 ม.2 ต.พันเสา อ.บางระกำ จ.พิษณุโลก,,,พยาบาล,,,,,,,
137,65105001261,สุวรรณาคลินิกการพยาบาลฯ,น.ส.สุวรรณา  ครุธจัน,น.ส.สุวรรณา  ครุธจัน,12/5 ม.4 ต.เนินกุ่ม อ.บางกระทุ่ม จ.พิษณุโลก,,,พยาบาล,,,,,,,
138,65105001361,พระองค์ขาวคลินิกการพยาบาลฯ,นางคันธรส แขวงเมืองณรงค์,นางคันธรส แขวงเมืองณรงค์,51/5 ถ.พระองค์ขาว ต.ในเมือง อ.เมือง จ.พิษณุโลก ,,,พยาบาล,,,,,,,
139,65105001461,,,,,,,พยาบาล,,,,,,,
140,65105001561,,,,,,,พยาบาล,,,,,,,
141,65105001661,,,,,,,พยาบาล,,,,,,,
142,65105001761,นันธิกาคลินิกการพยาบาล,นางนันธิกา เหล็กสิงห์,นางนันธิกา เหล็กสิงห์,246 ม.3 ต.ดงประคำ อ.พรหมพิราม จ.พิษณุโลก 65180,082-9821769,,พยาบาล,,,,,,,
143,65105001861,จินดาคลินิกการพยาบาลฯ,นางจินดา อินทร์กอง,นางจินดา อินทร์กอง,60/1 ม.2 ต.ตลุกเทียม อ.พรหมพิราม จ.พิษณุโลก,087-8487800,,พยาบาล,,,,,,,
1,พล. ซ 163/2534,คลินิกบุญส่งการผดุงครรภ์,นางบุญส่ง         แซ่ภู่,นางบุญส่ง         แซ่ภู่,50/2 หมู่ 3 ต. วังอิทก อ. บางระกำ จ. พิษณุโลก ,,,ผดุงครรภ์,,,,,,,
2,พล. ซ 200/2536,คลินิกยุพาการผดุงครรภ์,นางยุพา     กิจรุ่งวัฒนะ,นางยุพา     กิจรุ่งวัฒนะ,44/2 หมู่ 7  ต. วังพิกุล  อ. วังทอง จ. พิษณุโลก ,,,ผดุงครรภ์,,,,,,,
3,พล. ซ 9/2537,คลินิกราชินการผดุงครรภ์,นางราชิน      มากร,นางราชิน      มากร,66 หมู่ 6 ต. วัดตายม อ. บางกระทุ่ม จ. พิษณุโลก ,,,ผดุงครรภ์,,,,,,,
4,พล. ซ 16/2541,คลินิกรสรินการผดุงครรภ์,นางรสริน      บำรุงพงศ์,นางรสริน      บำรุงพงศ์,155/6 หมู่ 1 ต. วัดพริก อ. เมือง จ. พิษณุโลก,,,ผดุงครรภ์,,,,,,,
5,พล. ซ 3/2544,คลินิกสาลีการผดุงครรภ์,นางสาลี         เกษน้อย,นางสาลี         เกษน้อย,102 หมู่ 2 ต. วังน้ำคู้ อ. เมือง จ. พิษณุโลก,,,ผดุงครรภ์,,,,,,,
6,พล. ซ 4/2544,คลินิกธนูการผดุงครรภ์,นางธนัญญา    พ่วงศร,นางธนัญญา    พ่วงศร,41/2 หมู่ 4 ต. หัวรอ อ. เมือง จ. พิษณุโลก,,,ผดุงครรภ์,,,,,,,
7,พล. ซ 10/2545,คลินิกวรลักษณ์การผดุงครรภ์,น.ส.วรลักษณ์      เหล็กฉิมมา,น.ส.วรลักษณ์      เหล็กฉิมมา,36 หมู่ 6 ต. วังยาง อ. เนินมะปราง จ. พิษณุโลก ,,,ผดุงครรภ์,,,,,,,
8,พล. ซ 14/2545,สมพรคลินิกการผดุงครรภ์,นางสมพร     วงษ์โสภา,นางสมพร     วงษ์โสภา,162 หมู่ 1  ต. บ้านกลาง อ. วังทอง จ. พิษณุโลก ,,,ผดุงครรภ์,,,,,,,
1,65106000143,คลินิกอรทัยกายภาพบำบัด,นางอรทัย      สิริเสรีภาพ,นางอรทัย      สิริเสรีภาพ,97 ถ. พญาลิไท ต.ในเมือง อ. เมือง จ. พิษณุโลก ,259337,,กายภาพ,,,,,,,
2,65106000253,คลินิกกายภาพบำบัดวรางคี,นางวรางคี  อินทรไพบูลย์,นางวรางคี  อินทรไพบูลย์,145/17 ถ.ไชยานุภาพ ต.ในเมือง อ.เมือง จ.พิษณุโลก,,,กายภาพ,กายภาพบำบัดวรางคี อ.เมือง จ.พิษณุโลก,"เปิด จันทร์ - ศุกร์ เวลา 9:00 - 17:00 น.
เสาร์ เวลา 9:00 - 14:00 น.
วันอาทิตย์หยุด
โทร: 083-6316752",083-6316752,https://www.facebook.com/warangkeephysicaltherapyclinic/,https://scontent.fphs2-1.fna.fbcdn.net/v/t31.0-8/14206112_1781354008821040_3915017847837290921_o.jpg?_nc_cat=111&_nc_oc=AQny060xoIP-yAPtp6QzAMGndL7N9rBr7nIcw6EhguJaSj1djFAfdCdphQrI2GVoCHVSysccsuZLpe2SbAeaCVLl&_nc_ht=scontent.fphs2-1.fna&oh=e7848649c91ba2126f2958a72d74cba3&oe=5E333964,,เพจทางการ
3,65106000158,คลินิกกายภาพบำบัดธัญดา,น.ส.ธัญดา  จันทร์โต,น.ส.ธัญดา  จันทร์โต,195/1 ม.2 ต.ดอนทอง อ.เมือง จ.พิษณุโลก,,,กายภาพ,,,,,,,
4,65106000259,คลินิกกายภาพบำบัดเป็นสุข,นายภูมิศิริ  มณีโชติ,นายภูมิศิริ  มณีโชติ,49/36-37 ถ.ชาญเวชกิจ ต.ในเมือง อ.เมือง จ.พิษณุโลก,,  เลิก 25 พ.ค.61,กายภาพ,,,,,,,
5,65106000359,ศุลีพรคลินิกกายภาพบำบัด,น.ส.ศุลีพร  วงษ์เจริญ,น.ส.ศุลีพร  วงษ์เจริญ,11/1 ม.4 ต.วัดจันทร์ อ.เมือง จ.พิษณุโลก,,,กายภาพ,ศุลีพรคลินิกกายภาพบำบัด,"ตรวจคัดกรองพัฒนาการเด็ก
ปัญหาการเคลื่อนไหวจากอัมพฤกษ์ อัมพาต
ปวดหลัง ปวดคอ ปวดบ่า ปวดข้อเข่าข้อสะโพก ข้อติด ชามือ ปวดหลังร้าวลงขา",081 972 0514,https://www.facebook.com/suleepornphysicaltherapyclinic/,https://scontent.fphs2-1.fna.fbcdn.net/v/t1.0-9/19510377_422659401449175_8403657328314277083_n.jpg?_nc_cat=100&_nc_oc=AQlTvGOL2XUOELUxWzMPvWXAzeRsC0E1BcgEZjsEyKxLF0LN7bd2XXtd9LKIpZUFLDzSKNxeR6E8F_yT3yAzvOs6&_nc_ht=scontent.fphs2-1.fna&oh=59058b72b2b0ac45bd5ba260d6502867&oe=5DF0E76A,,เพจทางการ
6,65106000160,คลินิกกายภาพบำบัดเสริมสุข,นายณัฐพร  เสริมสุข,น.ส.ณัฏฐ์ชุดา  เขตตสม,84/19 ถ.พญาเสือ ต.ในเมือง อ.เมือง จ.พิษณุโลก,,,กายภาพ,เสริมสุข คลินิกกายภาพบำบัด,"คลินิกกายภาพบำบัดเสริมสุข พิษณุโลก
รักษาโดยวิธีมางกายภาพบำบัด กระดูกและกล้ามเนื้อ ปวดคอ ปวดหลัง กระดูกทับเส้น หมอนรองกระดูกทับเส้นประสาท หลังคด กระดูกคอ-หลังเสื่อม ปวดไหล่ ไหล่ติด ออฟฟิศซินโดรม ปวดเข่า เข่าเสื่อม มือชา เท้าชา รองช้ำ ปวดแขน ปวดขา ปวดศอก ปวดเท้า การบาดเจ็บจากการเล่นกีฬา อัมพฤกษ์ อัมพาต

โดยการบำบัด รักษา ออกกำลังกาย ปรับโครงสร้างร่างกาย และใช้เครื่องมือกายภาพบำบัด (เครื่องดึงหลัง, ultrasound, เครื่องกระตุ้นไฟฟ้า)
#ไม่ต้องฉีดยาหรือผ่าตัด
สอบถามโทร 086-4407190, 084-2332178, 085-7069776",086 440 7190,https://www.facebook.com/sermsukPT1/,,,เพจทางการ
7,65106000260,คลินิกกายภาพบำบัดราษฎร์พิษณุ,หจก.ราษฎร์พิษณุ(น.ส.อนัญญา แย้มอุบลและนายอัครพงศ์  อิ้มทับ),นายธวัชชัย  แก้วรากมุข,316/9 ม.5 ถ.ราษฎร์ศรัทธาทำต.หัวรอ อ.เมือง จ.พิษณุโลก,,,กายภาพ,คลินิกกายภาพบำบัดราษฎร์พิษณุ & บ้านราษฎร์พิษณุรักษา ศูนย์ดูแลผู้สูงอายุ,ศูนย์ดูแลผู้สูงอายุ รับดูแลผู้สูงอายุหรือผู้ป่วยระยะพักฟื้นและคลินิกกายภาพบำบัด,095 357 2148,https://www.facebook.com/PT.AnanyaRPN/,,,เพจทางการ
8,65106000360,อิศเรศคลินิกกายภาพบำบัด,นายอิศเรศ  เนาวรัตน์,นายอิศเรศ  เนาวรัตน์,1319/17 ถ.บรมไตรโลกนารถ2 ต.ในเมือง อ.เมือง จ.พิษณุโลก,, เลิก 22 มิ.ย.61,กายภาพ,,,,,,,
9,65106000161,ปนดาคลินิกกายภาพบำบัด,นางปนดา  เตชทรัพย์อมร,นางปนดา  เตชทรัพย์อมร,123/4-5 ม.8 ต.ท่าทอง อ.เมือง จ.พิษณุโลก,,,กายภาพ,ปนดาคลินิกกายภาพบำบัด,รักษาอย่างมืออาชีพ คือหน้าที่ของเรา,081 568 2261,https://www.facebook.com/panadaptclinic2018/,https://scontent.fphs2-1.fna.fbcdn.net/v/t1.0-9/27540483_536912683332073_9033766253432158552_n.jpg?_nc_cat=111&_nc_oc=AQmNn7nYyYiF7mgcfZITZJ8nZTQxdWTKaVHsqwAx3zKvVzQmyeqredQjOH6gZRY2NSR7ool5JgtqI2vM7g_l0V7t&_nc_ht=scontent.fphs2-1.fna&oh=0c4c8c1c232917864f00129e09b378be&oe=5E30E009,,เพจทางการ
10,65106000261,คลินิกกายภาพบำบัดสุจิตราเป็นสุข1,น.ส.สุจิตรา  วาสนาเป็นสุข,น.ส.สุจิตรา  วาสนาเป็นสุข,"49/36,49/37 ถ.ชาญเวชกิจ ต.ในเมือง อ.เมือง จ.พิษณุโลก",,,กายภาพ,,,,,,,
1,65107000152,คลินิกเทคนิคการแพทย์ เอ็น แล็บ เซ็นเตอร์,นายธรรมรงศักดิ์ ธาราทรัพย์ศิริ,นางอารีลักษณ์  ธาราทรัพย์ศิริ,55/42 ถ.ศรีธรรมไตรฯ ต.ในเมือง อ.เมือง จ.พิษณุโลก,055-219778,,เทคนิคการแพทย์,คลินิกเทคนิคการแพทย์เอ็น แล็บเซ็นเตอร์,บริการ ตรวจเลือด ตรวจปัสสาวะ ตรวจสุขภาพประจำปี และให้คำปรึกษาสุขภาพ,055 219 778,https://www.facebook.com/Nlabcenter/,https://scontent.fphs2-1.fna.fbcdn.net/v/t31.0-8/13116357_221150988270322_4211839924874390161_o.jpg?_nc_cat=103&_nc_oc=AQlmF_RChxb4FoAPzYEFkvw6dFBscMUoG8xo0k_jKDd7l874KVgdNdtjmQ-OurDkvxGlargErULKI54QP-4UWZvX&_nc_ht=scontent.fphs2-1.fna&oh=36636815e6952797f943fd4d92c3fceb&oe=5E1CDBC0,,เพจทางการ
